# ----------------------------------------
# Gorilla Gadgets
# User Explorer
# 20210801-20210906
# ----------------------------------------

Client Id,Sessions,Avg. Session Duration,Bounce Rate,Revenue,Transactions,Goal Conversion Rate
1983672106.1628302105,6,00:10:26,0.00%,$13.65,1,66.67%
2144634823.1629067192,6,00:00:38,83.33%,$0.00,0,0.00%
230234817.1628791060,6,00:00:00,100.00%,$0.00,0,0.00%
237358555.1628583823,6,00:04:44,66.67%,$18.65,1,50.00%
330164191.1629408700,6,00:04:00,16.67%,$29.02,1,33.33%
393497723.1628444353,6,00:00:11,66.67%,$0.00,0,0.00%
523034791.1629263375,6,00:05:53,33.33%,$99.32,1,50.00%
544511920.1629089196,6,00:00:00,100.00%,$0.00,0,0.00%
657754554.1628448896,6,00:10:13,0.00%,$33.88,2,50.00%
773529911.1628613378,6,00:00:18,66.67%,$0.00,0,0.00%
798217390.1629038194,6,00:11:22,66.67%,$15.65,1,33.33%
808646313.1630052975,6,00:00:05,83.33%,$0.00,0,0.00%
949278453.1628033901,6,00:09:14,33.33%,$23.75,1,33.33%
1002854156.1629732092,5,00:00:16,80.00%,$0.00,0,0.00%
1040964739.1628735087,5,00:02:47,80.00%,$18.51,1,40.00%
1049453804.1630027981,5,00:00:42,60.00%,$0.00,0,0.00%
1061011554.1629329016,5,00:01:36,60.00%,$0.00,0,20.00%
1130429270.1622854887,5,00:00:06,80.00%,$0.00,0,0.00%
1134541147.1630011667,5,00:05:03,60.00%,$18.51,1,20.00%
1205015601.1627073382,5,00:00:00,100.00%,$0.00,0,0.00%
1244791980.1630624074,5,00:01:35,80.00%,$0.00,0,20.00%
1257959096.1630127047,5,00:01:11,80.00%,$0.00,0,20.00%
1324361100.1628614547,5,00:03:17,40.00%,$304.16,2,60.00%
1334557784.1628662961,5,00:00:00,100.00%,$0.00,0,0.00%
1351254746.1629321286,5,00:00:47,80.00%,$0.00,0,0.00%
1357889953.1627954467,5,00:07:38,0.00%,$0.00,0,40.00%
1409414418.1630613831,5,00:01:25,40.00%,$0.00,0,100.00%
1451593759.1629160010,5,00:00:00,100.00%,$0.00,0,0.00%
1491921528.1629075128,5,00:00:48,60.00%,$0.00,0,0.00%
1540701970.1630349914,5,00:00:51,80.00%,$27.64,1,0.00%
1718267551.1628048979,5,00:00:26,80.00%,$0.00,0,0.00%
1721723758.1628734435,5,00:05:29,60.00%,$0.00,0,0.00%
1770010011.1628374990,5,00:00:07,80.00%,$0.00,0,0.00%
179110707.1630597629,5,00:16:11,20.00%,$29.03,1,120.00%
1801134549.1628373425,5,00:00:23,40.00%,$0.00,0,0.00%
1815283861.1630540081,5,00:02:18,60.00%,$15.37,1,40.00%
1821978601.1628745613,5,00:07:01,20.00%,$18.65,1,80.00%
1932905359.1629157776,5,00:00:00,100.00%,$0.00,0,0.00%
2045211002.1630637307,5,00:00:44,80.00%,$0.00,0,0.00%
205991590.1630027919,5,00:00:46,60.00%,$0.00,0,0.00%
2065773499.1628212343,5,00:01:15,20.00%,$0.00,0,0.00%
2072409731.1630129076,5,00:00:00,100.00%,$0.00,0,0.00%
2083616339.1629340328,5,00:00:57,40.00%,$0.00,0,0.00%
2129085061.1625194945,5,00:00:00,100.00%,$0.00,0,0.00%
2135988058.1629003830,5,00:00:00,100.00%,$0.00,0,0.00%
2137167942.1628300969,5,00:00:32,80.00%,$0.00,0,0.00%
231183006.1628017886,5,00:00:02,80.00%,$0.00,0,0.00%
257735995.1628198427,5,00:07:19,20.00%,$15.27,1,40.00%
39387807.1604129696,5,00:05:42,80.00%,$0.00,0,0.00%
483144349.1629131399,5,00:01:11,40.00%,$15.51,1,40.00%
529860630.1627253026,5,00:06:06,40.00%,$131.79,1,40.00%
54268586.1628844607,5,00:00:00,100.00%,$0.00,0,0.00%
605571012.1629312958,5,00:01:11,80.00%,$18.37,1,40.00%
618340622.1629046140,5,00:00:03,80.00%,$0.00,0,0.00%
675430580.1629831708,5,00:01:08,40.00%,$0.00,0,0.00%
706478046.1628834738,5,00:01:48,40.00%,$16.25,1,40.00%
749974864.1629991214,5,00:08:32,20.00%,$15.65,1,60.00%
786798995.1628358869,5,00:00:00,100.00%,$0.00,0,0.00%
845040924.1628523724,5,00:01:22,60.00%,$290.21,1,20.00%
86185889.1629127178,5,00:00:00,100.00%,$0.00,0,0.00%
902534925.1616180422,5,00:00:00,100.00%,$0.00,0,0.00%
926712951.1630361646,5,00:00:55,60.00%,$15.37,1,40.00%
101718443.1628614455,4,00:05:45,50.00%,$23.02,1,50.00%
1035632767.1628473413,4,00:05:56,50.00%,$13.65,1,0.00%
1057153928.1629929755,4,00:00:07,75.00%,$0.00,0,0.00%
1083678848.1630589171,4,00:02:09,50.00%,$24.03,1,25.00%
1139404429.1628364333,4,00:04:18,50.00%,$0.00,0,0.00%
1146715939.1629050046,4,00:02:48,75.00%,$15.65,1,50.00%
1174894106.1629920010,4,00:00:00,100.00%,$0.00,0,0.00%
1199966508.1628613609,4,00:07:50,50.00%,$0.00,0,0.00%
1202467526.1626706033,4,00:00:12,75.00%,$0.00,0,0.00%
1223774917.1628718739,4,00:00:00,100.00%,$0.00,0,0.00%
1225590731.1630443413,4,00:07:08,75.00%,$0.00,0,0.00%
1250340379.1628953752,4,00:08:32,25.00%,$0.00,0,0.00%
1277794144.1629643173,4,00:00:00,100.00%,$0.00,0,0.00%
1288608012.1628420868,4,00:00:00,100.00%,$0.00,0,0.00%
1304118559.1628427770,4,00:00:31,75.00%,$15.27,1,0.00%
1330716264.1630245551,4,00:00:35,25.00%,$0.00,0,0.00%
136389387.1629157499,4,00:00:52,50.00%,$0.00,0,25.00%
1383824355.1628837531,4,00:02:24,25.00%,$0.00,0,0.00%
1408593346.1627844503,4,00:00:00,100.00%,$0.00,0,0.00%
1421520615.1628770185,4,00:00:49,50.00%,$0.00,0,0.00%
1451245415.1628111496,4,00:03:44,50.00%,$18.27,1,50.00%
1505638548.1630815005,4,00:00:00,100.00%,$0.00,0,0.00%
1535786728.1630564546,4,00:05:40,50.00%,$18.27,1,75.00%
154359759.1630465135,4,00:00:24,25.00%,$0.00,0,0.00%
1552637617.1628909243,4,00:12:54,25.00%,$0.00,0,25.00%
1554863484.1603411964,4,00:00:19,25.00%,$0.00,0,0.00%
1569709365.1629617280,4,00:00:00,100.00%,$0.00,0,0.00%
1575912011.1630508691,4,00:07:11,25.00%,$15.37,1,50.00%
1583720463.1630432264,4,00:02:55,50.00%,$39.98,1,50.00%
1609333247.1630282449,4,00:00:03,75.00%,$0.00,0,0.00%
1627379329.1628979086,4,00:01:27,50.00%,$0.00,0,0.00%
1643872490.1630096471,4,00:00:00,100.00%,$0.00,0,0.00%
167071725.1628285970,4,00:00:36,25.00%,$0.00,0,0.00%
167175852.1628309117,4,00:00:00,100.00%,$0.00,0,0.00%
169191586.1628982594,4,00:00:00,100.00%,$0.00,0,0.00%
1694311525.1630250347,4,00:00:16,75.00%,$0.00,0,0.00%
1767181654.1628404221,4,00:00:23,50.00%,$0.00,0,0.00%
1771347123.1630829865,4,00:00:15,75.00%,$0.00,0,0.00%
1817774559.1629384520,4,00:00:00,100.00%,$0.00,0,0.00%
182066165.1613391517,4,00:00:00,100.00%,$0.00,0,0.00%
1821778616.1628103805,4,00:00:19,50.00%,$0.00,0,0.00%
1825793729.1628698839,4,00:00:16,75.00%,$0.00,0,0.00%
188850396.1629501399,4,00:00:00,100.00%,$0.00,0,0.00%
1893822281.1630618561,4,00:03:30,25.00%,$0.00,0,0.00%
1935304500.1630551914,4,00:00:15,75.00%,$0.00,0,0.00%
1971127566.1628615696,4,00:01:42,75.00%,$15.65,1,25.00%
2006167146.1628123944,4,00:00:00,100.00%,$0.00,0,0.00%
2051913032.1628890817,4,00:00:00,100.00%,$0.00,0,0.00%
2090403467.1628468520,4,00:06:42,50.00%,$0.00,0,0.00%
233019311.1629067414,4,00:01:00,25.00%,$0.00,0,0.00%
265416376.1629618238,4,00:04:13,50.00%,$0.00,0,25.00%
270108362.1628627373,4,00:02:39,75.00%,$0.00,0,0.00%
339922784.1628701978,4,00:01:33,50.00%,$15.65,1,50.00%
348514476.1629143522,4,00:00:00,100.00%,$0.00,0,0.00%
374452244.1630123172,4,00:00:49,75.00%,$0.00,0,0.00%
389813040.1628377071,4,00:05:54,25.00%,$0.00,0,25.00%
395622383.1628539104,4,00:03:19,75.00%,$0.00,0,25.00%
399133999.1629844210,4,00:00:09,75.00%,$0.00,0,0.00%
403816126.1628700871,4,00:00:42,50.00%,$0.00,0,0.00%
467249038.1630359241,4,00:00:50,75.00%,$15.37,1,50.00%
526012488.1630800907,4,00:00:46,50.00%,$0.00,0,0.00%
533262870.1629463653,4,00:00:22,75.00%,$0.00,0,0.00%
553703891.1630101466,4,00:03:59,75.00%,$0.00,0,0.00%
556762308.1629937186,4,00:03:21,50.00%,$159.76,1,0.00%
568866768.1630104715,4,00:06:24,25.00%,$0.00,0,50.00%
576715757.1628551184,4,00:00:14,50.00%,$0.00,0,0.00%
585244017.1625092172,4,00:00:37,75.00%,$0.00,0,25.00%
603627579.1628847792,4,00:00:59,50.00%,$0.00,0,25.00%
619232029.1628127669,4,00:00:00,100.00%,$0.00,0,0.00%
654782107.1630788523,4,00:00:06,75.00%,$0.00,0,0.00%
669418435.1628090267,4,00:09:04,25.00%,$0.00,0,0.00%
681016619.1630539573,4,00:00:00,75.00%,$0.00,0,0.00%
69636722.1630807595,4,00:01:41,75.00%,$0.00,0,0.00%
712334309.1630839491,4,00:03:31,75.00%,$18.65,1,50.00%
715721359.1629806131,4,00:03:18,75.00%,$44.65,1,50.00%
718990224.1630175727,4,00:00:19,75.00%,$0.00,0,0.00%
72759190.1628950288,4,00:01:13,50.00%,$15.37,1,50.00%
737177771.1629859481,4,00:00:00,100.00%,$0.00,0,0.00%
760036823.1629249254,4,00:03:21,0.00%,$0.00,0,25.00%
762658054.1628101808,4,00:00:00,100.00%,$0.00,0,0.00%
762705720.1618724558,4,00:00:00,100.00%,$0.00,0,0.00%
795255831.1627870546,4,00:05:19,50.00%,$482.78,1,25.00%
800664029.1630379231,4,00:00:00,100.00%,$0.00,0,0.00%
801981916.1630305591,4,00:02:15,75.00%,$0.00,0,0.00%
815679198.1628954337,4,00:00:00,100.00%,$0.00,0,0.00%
817752275.1629012970,4,00:05:39,25.00%,$18.65,1,50.00%
83067057.1629593150,4,00:00:45,50.00%,$0.00,0,0.00%
860838615.1629908006,4,00:01:29,75.00%,$0.00,0,25.00%
887157188.1628419167,4,00:00:00,100.00%,$0.00,0,0.00%
888528582.1628834795,4,00:02:03,75.00%,$18.65,1,50.00%
896569545.1628537622,4,00:01:49,50.00%,$0.00,0,25.00%
911646147.1629756816,4,00:02:11,50.00%,$0.00,0,0.00%
934564294.1630148630,4,00:00:51,50.00%,$0.00,0,0.00%
952207116.1630863719,4,00:00:00,100.00%,$0.00,0,0.00%
953254632.1627801886,4,00:00:00,100.00%,$0.00,0,0.00%
95579209.1628791882,4,00:00:00,100.00%,$0.00,0,0.00%
961292932.1628475597,4,00:00:06,75.00%,$0.00,0,0.00%
966166047.1629560183,4,00:00:00,100.00%,$0.00,0,0.00%
979269875.1628181686,4,00:00:24,75.00%,$0.00,0,0.00%
984793836.1629129548,4,00:01:53,75.00%,$0.00,0,0.00%
1005563351.1628074993,3,00:00:00,100.00%,$0.00,0,0.00%
1018203945.1628633783,3,00:00:00,100.00%,$0.00,0,0.00%
1024343737.1623951126,3,00:00:00,100.00%,$0.00,0,0.00%
1026754706.1628274762,3,00:00:00,100.00%,$0.00,0,0.00%
1027190487.1629076342,3,00:00:00,100.00%,$0.00,0,0.00%
1043268287.1628397045,3,00:00:00,100.00%,$0.00,0,0.00%
1056650780.1628377154,3,00:02:46,66.67%,$0.00,0,33.33%
1062249344.1629656140,3,00:02:58,33.33%,$0.00,0,0.00%
1071689399.1628364753,3,00:00:00,100.00%,$0.00,0,0.00%
1096354446.1629495054,3,00:00:00,100.00%,$0.00,0,0.00%
1097833585.1630198405,3,00:08:28,66.67%,$0.00,0,0.00%
1108193878.1628702825,3,00:11:59,0.00%,$0.00,0,66.67%
1110082476.1629075878,3,00:00:09,66.67%,$0.00,0,0.00%
1141059951.1630106738,3,00:00:00,100.00%,$0.00,0,0.00%
1159300962.1630861615,3,00:00:00,100.00%,$0.00,0,0.00%
118843795.1629745372,3,00:00:33,66.67%,$0.00,0,0.00%
1191195516.1627924467,3,00:03:27,33.33%,$43.85,1,66.67%
1205061626.1630035756,3,00:00:00,100.00%,$0.00,0,0.00%
122424125.1628550194,3,00:00:00,100.00%,$0.00,0,0.00%
1224427525.1628706215,3,00:00:53,33.33%,$0.00,0,0.00%
122753602.1627061221,3,00:00:00,100.00%,$0.00,0,0.00%
1253256610.1628463755,3,00:03:33,66.67%,$158.96,1,66.67%
1258716571.1629153940,3,00:01:16,66.67%,$23.20,1,66.67%
1273292116.1628651388,3,00:00:52,66.67%,$0.00,0,0.00%
1274008291.1628877440,3,00:12:32,66.67%,$0.00,0,0.00%
1282610005.1628993483,3,00:00:20,66.67%,$0.00,0,0.00%
1286254227.1629402614,3,00:01:07,66.67%,$18.65,1,66.67%
1289392235.1630285287,3,00:01:02,0.00%,$0.00,0,0.00%
1290428003.1630267932,3,00:04:08,66.67%,$15.27,1,66.67%
1292402024.1629806453,3,00:00:00,100.00%,$0.00,0,0.00%
1294901421.1628452797,3,00:02:30,33.33%,$15.27,1,66.67%
1296337847.1628637180,3,00:01:16,66.67%,$15.65,1,0.00%
1298530577.1627152659,3,00:00:05,66.67%,$0.00,0,0.00%
1299991803.1629261028,3,00:00:00,100.00%,$0.00,0,0.00%
130358943.1628017552,3,00:05:57,66.67%,$0.00,0,33.33%
1307651859.1629069614,3,00:00:06,66.67%,$0.00,0,0.00%
1319851475.1628135759,3,00:00:00,100.00%,$0.00,0,0.00%
1330351740.1629465691,3,00:00:03,66.67%,$0.00,0,0.00%
1341838315.1629410080,3,00:00:11,66.67%,$0.00,0,0.00%
1342576204.1629152665,3,00:01:10,66.67%,$0.00,0,0.00%
1358011140.1629312018,3,00:00:00,100.00%,$0.00,0,0.00%
1359072215.1628470775,3,00:01:32,33.33%,$0.00,0,0.00%
1364524906.1628724735,3,00:09:41,33.33%,$0.00,0,0.00%
1366755515.1629497265,3,00:06:35,0.00%,$0.00,0,33.33%
1369513421.1628726226,3,00:00:37,66.67%,$13.65,1,33.33%
1369744293.1628183678,3,00:04:07,33.33%,$0.00,0,0.00%
1372065306.1628622213,3,00:00:00,100.00%,$0.00,0,0.00%
1377975700.1615756048,3,00:00:00,100.00%,$0.00,0,0.00%
1379589257.1629531181,3,00:00:08,66.67%,$0.00,0,0.00%
1383912516.1630558470,3,00:00:00,100.00%,$0.00,0,0.00%
1387888838.1630265309,3,00:09:43,66.67%,$0.00,0,0.00%
1388871189.1629235075,3,00:00:00,100.00%,$0.00,0,0.00%
1389765272.1628776679,3,00:05:09,33.33%,$0.00,0,0.00%
1396814410.1628947736,3,00:00:00,100.00%,$0.00,0,0.00%
1420591862.1629646525,3,00:02:17,66.67%,$0.00,0,0.00%
1426131932.1628655009,3,00:04:53,33.33%,$33.20,1,100.00%
1431094930.1628076535,3,00:00:59,0.00%,$0.00,0,0.00%
1442779520.1628891778,3,00:00:00,100.00%,$0.00,0,0.00%
1447071507.1628130102,3,00:17:58,33.33%,$17.65,1,100.00%
1453197589.1629498285,3,00:00:00,100.00%,$0.00,0,0.00%
1460944302.1629121308,3,00:00:00,100.00%,$0.00,0,0.00%
1470704965.1628265693,3,00:00:00,100.00%,$0.00,0,0.00%
148167274.1629224847,3,00:00:00,100.00%,$0.00,0,0.00%
1488948568.1628993826,3,00:00:00,100.00%,$0.00,0,0.00%
1492971705.1629637479,3,00:02:15,66.67%,$0.00,0,33.33%
1501727678.1630776837,3,00:01:23,33.33%,$23.75,1,0.00%
1512207245.1628403852,3,00:00:00,100.00%,$0.00,0,0.00%
1516179563.1630084798,3,00:00:06,66.67%,$0.00,0,0.00%
1519437220.1628555743,3,00:00:02,66.67%,$0.00,0,0.00%
1519709493.1628877791,3,00:01:45,66.67%,$15.65,1,66.67%
1523438160.1629335228,3,00:02:23,33.33%,$0.00,0,33.33%
1534145632.1630245831,3,00:03:00,66.67%,$0.00,0,33.33%
1536900600.1630110014,3,00:00:00,100.00%,$0.00,0,0.00%
1546525760.1630773018,3,00:02:12,0.00%,$28.91,1,0.00%
1563473755.1628080580,3,00:01:48,33.33%,$15.65,1,66.67%
1566000565.1630879577,3,00:00:00,100.00%,$0.00,0,0.00%
1571234992.1628395770,3,00:11:07,66.67%,$31.26,1,66.67%
157646791.1629326847,3,00:00:00,100.00%,$0.00,0,0.00%
157892669.1628319914,3,00:00:00,100.00%,$0.00,0,0.00%
1592248658.1628641320,3,00:00:00,100.00%,$0.00,0,0.00%
1598514967.1629908216,3,00:00:00,100.00%,$0.00,0,0.00%
1599989671.1629756022,3,00:00:00,100.00%,$0.00,0,0.00%
1603039392.1628186487,3,00:00:56,0.00%,$18.27,1,33.33%
1609162983.1630466078,3,00:01:07,0.00%,$0.00,0,0.00%
1620864568.1629231108,3,00:09:09,66.67%,$0.00,0,33.33%
1621120797.1627672163,3,00:06:49,66.67%,$0.00,0,0.00%
1621331047.1630416035,3,00:08:55,0.00%,$0.00,0,33.33%
1621947739.1630200244,3,00:00:00,100.00%,$0.00,0,0.00%
1627352366.1629829555,3,00:00:57,66.67%,$15.51,1,0.00%
1627713853.1628015777,3,00:00:00,100.00%,$0.00,0,0.00%
1652410414.1629913015,3,00:00:00,100.00%,$0.00,0,0.00%
1653357685.1628302671,3,00:01:11,66.67%,$0.00,0,33.33%
1666855303.1628900434,3,00:05:47,66.67%,$0.00,0,0.00%
1670668762.1629475404,3,00:00:00,100.00%,$0.00,0,0.00%
1694564513.1630220282,3,00:00:00,100.00%,$0.00,0,0.00%
1699749423.1628880360,3,00:00:00,100.00%,$0.00,0,0.00%
1718553619.1629387795,3,00:00:00,100.00%,$0.00,0,0.00%
1721542149.1630118432,3,00:00:00,100.00%,$0.00,0,0.00%
1730448658.1628515487,3,00:07:32,66.67%,$0.00,0,0.00%
1749211599.1628457524,3,00:03:11,66.67%,$0.00,0,33.33%
1751071369.1628997788,3,00:02:22,66.67%,$18.27,1,66.67%
1757783681.1629735079,3,00:04:45,0.00%,$0.00,0,0.00%
1758377537.1628451980,3,00:05:18,66.67%,$0.00,0,33.33%
1772518128.1628606019,3,00:00:46,66.67%,$133.93,1,66.67%
1778913563.1630430234,3,00:00:00,100.00%,$0.00,0,0.00%
1783334781.1628150527,3,00:00:00,100.00%,$0.00,0,0.00%
17982246.1628133879,3,00:00:35,33.33%,$0.00,0,0.00%
1805596915.1630251118,3,00:00:00,100.00%,$0.00,0,0.00%
181283262.1630387284,3,00:07:09,66.67%,$0.00,0,33.33%
1815920607.1627570211,3,00:00:00,100.00%,$0.00,0,0.00%
1822549850.1630413944,3,00:01:30,33.33%,$0.00,0,0.00%
1829535712.1630438155,3,00:04:47,66.67%,$326.35,2,66.67%
1835441853.1626892973,3,00:00:00,100.00%,$0.00,0,0.00%
1844599311.1628302064,3,00:03:24,66.67%,$18.37,1,66.67%
1851095398.1628262786,3,00:00:00,100.00%,$0.00,0,0.00%
1857091768.1629320007,3,00:00:12,66.67%,$0.00,0,0.00%
1870148734.1627867029,3,00:00:14,66.67%,$0.00,0,0.00%
1872655715.1629156070,3,00:01:03,66.67%,$15.65,1,66.67%
1888311412.1630441485,3,00:11:12,0.00%,$10.37,1,66.67%
1888624981.1628868641,3,00:00:00,100.00%,$0.00,0,0.00%
189219169.1628196296,3,00:22:51,0.00%,$44.57,1,100.00%
190097845.1630028981,3,00:04:03,33.33%,$0.00,0,33.33%
1910609799.1630286192,3,00:00:00,100.00%,$0.00,0,0.00%
1916108081.1628386755,3,00:03:19,66.67%,$0.00,0,33.33%
1920443297.1628716026,3,00:01:08,66.67%,$18.51,1,66.67%
1925918928.1628875679,3,00:04:25,33.33%,$27.30,2,100.00%
1933027080.1628817292,3,00:02:02,33.33%,$18.20,1,0.00%
1936896624.1628107024,3,00:04:25,66.67%,$0.00,0,0.00%
1938065874.1629550815,3,00:00:00,100.00%,$0.00,0,0.00%
1945148151.1629905286,3,00:01:56,66.67%,$18.65,1,66.67%
1947539479.1628188588,3,00:01:35,0.00%,"$1,060.38",2,100.00%
1957573715.1628370171,3,00:00:00,100.00%,$0.00,0,0.00%
1961160679.1630093568,3,00:05:22,0.00%,$161.86,1,66.67%
1967735526.1628877767,3,00:04:12,66.67%,$15.51,1,66.67%
1970756017.1628608833,3,00:00:00,100.00%,$0.00,0,0.00%
1971494032.1630407957,3,00:01:06,66.67%,$0.00,0,0.00%
197248762.1629397129,3,00:00:00,100.00%,$0.00,0,0.00%
1986544028.1629163563,3,00:00:00,100.00%,$0.00,0,0.00%
198660898.1629989649,3,00:00:00,100.00%,$0.00,0,0.00%
198731506.1626036194,3,00:02:59,0.00%,$0.00,0,66.67%
1995454795.1630053562,3,00:00:00,100.00%,$0.00,0,0.00%
19994984.1624944810,3,00:01:23,66.67%,$0.00,0,33.33%
2001466200.1628909392,3,00:03:44,66.67%,$18.51,1,33.33%
2019683504.1630783225,3,00:00:00,100.00%,$0.00,0,0.00%
2033130142.1629000647,3,00:00:00,100.00%,$0.00,0,0.00%
2036075056.1630170750,3,00:01:00,66.67%,$18.65,1,66.67%
2036707892.1628908602,3,00:00:00,100.00%,$0.00,0,0.00%
2037968382.1630332105,3,00:00:49,66.67%,$10.27,1,33.33%
2046648230.1628541025,3,00:07:14,33.33%,$23.68,1,100.00%
2047630884.1628868276,3,00:00:12,66.67%,$0.00,0,0.00%
2048800572.1629157776,3,00:00:00,100.00%,$0.00,0,0.00%
2053168524.1628960321,3,00:02:51,33.33%,$0.00,0,33.33%
2055798396.1628215325,3,00:00:00,100.00%,$0.00,0,0.00%
2070916402.1629010071,3,00:00:00,100.00%,$0.00,0,0.00%
2072317776.1628935809,3,00:00:00,100.00%,$0.00,0,0.00%
2072928667.1630179257,3,00:02:32,33.33%,$0.00,0,66.67%
2081362156.1629539605,3,00:00:00,100.00%,$0.00,0,0.00%
208877244.1629015869,3,00:00:00,100.00%,$0.00,0,0.00%
2089673786.1629375492,3,00:00:20,66.67%,$0.00,0,0.00%
2093774204.1630028365,3,00:00:00,100.00%,$0.00,0,0.00%
2106321662.1628790014,3,00:04:03,33.33%,$0.00,0,0.00%
211637275.1628786873,3,00:00:14,66.67%,$0.00,0,0.00%
2143205901.1629496382,3,00:05:19,66.67%,$10.65,1,66.67%
2144473805.1629746342,3,00:03:33,33.33%,$0.00,0,0.00%
2145129187.1628558582,3,00:05:06,66.67%,$0.00,0,0.00%
228570015.1630796499,3,00:01:34,33.33%,$0.00,0,0.00%
